num_lectures,price,days_since_published,content_duration
28,20,2638,2.5
36,20,1943,1.0
77,100,1817,10.0
13,0,1802,0.6166666666666667
24,35,2245,1.5
61,30,2451,3.0
51,30,1821,5.0
16,50,2252,2.5
29,40,1765,2.5
49,50,2142,7.0
16,0,1943,1.5
56,200,2369,4.0
7,20,2382,0.6333333333333333
68,50,2334,5.0
23,20,1787,1.5
6,60,3248,1.0
39,95,2338,4.0
43,20,1753,3.5
16,25,2124,1.5
136,200,2467,9.5
15,20,2602,0.6333333333333333
8,20,1797,0.5833333333333334
7,20,2423,1.0
49,150,2480,4.0
39,40,2276,2.0
20,200,3125,1.0
17,25,2184,2.0
77,25,2032,6.5
5,20,2859,0.6166666666666667
162,85,1892,31.5
54,20,2322,2.5
5,20,2396,0.7
33,95,2332,1.5
23,0,2813,3.5
83,50,2669,10.5
16,50,2621,1.0
24,80,1765,3.0
25,200,1697,2.0
78,30,3527,5.0
11,20,1706,0.6666666666666666
48,20,2829,1.5
402,200,1936,32.5
13,20,3086,1.5
43,95,2125,3.0
74,35,2693,8.0
11,25,2048,1.0
22,0,3472,2.0
28,85,2422,2.0
15,20,2766,0.6166666666666667
24,20,2638,4.0
15,25,2445,1.0
31,40,2241,4.5
28,20,1668,2.5
9,20,2038,8.0
53,70,1871,7.0
17,125,1740,1.0
32,50,2765,2.0
7,20,1821,0.6166666666666667
42,25,1785,3.5
7,20,2917,1.0
5,20,1990,0.6166666666666667
66,200,2009,6.0
20,50,2880,3.5
15,50,1980,1.0
9,55,2268,0.6666666666666666
12,195,2124,1.5
13,20,2328,1.0
57,30,2545,3.5
50,150,2013,4.5
9,30,2821,1.5
23,20,1805,2.0
10,35,2711,1.0
9,50,1674,2.0
7,35,2172,1.5
52,70,2144,3.5
39,150,1906,5.0
15,50,2112,2.0
38,200,3000,2.5
16,45,1985,2.0
12,200,2237,2.5
13,35,1704,0.5166666666666666
43,40,1933,5.5
16,35,1694,1.0
13,45,2636,3.0
27,95,2440,2.5
14,45,2176,2.0
11,40,2354,1.0
37,200,2193,2.0
31,30,2548,0.7
17,20,2352,1.5
173,110,2273,16.0
11,0,2851,0.5666666666666667
28,95,2495,2.5
12,20,1859,0.6333333333333333
26,145,2235,1.5
24,20,2582,1.5
53,20,1717,1.5
119,80,1730,13.0
6,20,3091,1.5
7,30,2100,0.6666666666666666
32,40,1827,4.0
23,50,1724,3.0
19,40,2747,1.5
22,0,2206,2.5
84,95,2672,7.0
34,50,2298,1.5
25,135,1887,2.5
30,0,2671,2.0
13,20,2814,1.0
12,20,2685,1.5
131,80,1745,12.5
6,0,2764,0.6
16,20,2776,1.5
72,20,2764,5.5
27,25,1711,3.5
14,40,2096,1.5
16,20,2167,0.6666666666666666
77,50,2123,13.0
22,20,2262,1.5
11,30,2175,1.5
10,20,2020,1.0
46,20,1819,6.5
34,50,2251,1.5
43,115,2088,4.5
20,50,2706,4.0
115,95,2537,2.5
17,20,2919,1.5
44,100,2378,1.5
14,0,1732,1.0
45,115,2191,4.5
29,75,1964,2.0
24,100,2075,2.5
43,50,2010,2.0
9,0,1788,0.7333333333333333
37,120,1950,3.0
55,20,2906,3.0
28,50,2048,5.0
12,20,2119,1.0
17,200,1883,1.0
30,0,1701,3.5
45,20,2349,5.0
5,50,2123,0.55
54,35,2977,7.5
112,45,2296,3.0
22,50,1973,2.0
34,60,1753,1.5
52,65,2095,4.5
19,20,2933,1.5
13,120,2329,1.5
21,20,2195,3.0
12,45,1948,1.5
27,50,2418,5.5
80,50,2873,4.0
353,200,2675,48.5
77,95,2487,6.0
61,195,2143,4.5
35,95,1831,3.5
20,20,2083,0.6166666666666667
12,30,2576,2.0
13,0,1924,1.0
110,200,2311,7.5
15,75,2475,1.5
61,200,2040,4.5
22,40,2388,2.5
10,35,1744,0.6666666666666666
12,30,2831,0.5666666666666667
141,50,2355,8.0
8,80,2412,1.0
110,195,1936,5.5
14,90,1876,0.7333333333333333
38,80,1899,2.5
40,195,1867,4.5
26,200,2426,2.5
147,50,2887,20.0
30,20,2651,2.0
32,40,2116,4.5
29,50,2247,2.5
26,55,3041,2.0
8,0,1863,0.5666666666666667
16,100,1697,1.5
25,200,2475,2.5
57,50,2536,3.0
10,40,1687,1.0
0,20,2234,0.0
9,50,1674,2.0
20,35,2352,1.0
51,45,1866,2.5
18,20,2322,1.0
16,20,2034,1.0
321,50,1858,3.5
5,20,2297,0.5666666666666667
77,195,2440,7.5
51,200,2598,5.5
49,20,2663,8.5
16,200,2426,2.5
13,40,1863,1.0
20,30,1809,1.0
17,20,2657,1.0
32,50,2774,5.0
37,55,1717,0.7
75,25,3306,3.5
64,35,2027,5.5
98,70,2216,13.0
49,195,2313,4.0
12,80,2042,0.6666666666666666
81,50,3157,5.0
63,40,1806,7.0
19,20,2685,1.5
17,50,2178,3.0
11,55,1747,1.0
56,50,2024,8.0
55,125,2102,2.5
6,20,1963,1.5
29,200,1880,4.5
26,40,2083,1.5
26,20,3040,3.5
12,30,2001,2.0
40,50,1922,5.5
358,50,1876,66.5
34,20,2811,6.0
41,30,3019,2.5
15,0,2722,1.0
28,200,2397,3.5
6,20,2622,1.0
15,60,3260,2.0
301,200,2299,25.5
36,60,2658,2.5
16,95,1927,3.0
82,75,3203,11.5
30,65,2250,4.0
13,30,2075,1.0
21,35,1674,3.0
18,95,2286,1.5
37,40,2270,6.5
48,95,2081,2.0
20,20,2335,0.6166666666666667
24,75,1703,2.0
26,35,1929,1.0
29,50,2181,2.0
16,0,2606,1.5
28,120,2047,2.5
15,40,2451,0.5666666666666667
18,50,2146,2.0
42,30,1828,2.5
36,20,2782,2.0
59,35,2676,2.0
12,200,1747,1.5
131,85,3154,7.5
14,25,2433,1.5
60,50,1851,8.5
9,50,2093,1.5
22,85,2295,1.5
38,50,2524,4.0
21,50,2878,3.5
17,45,1937,1.0
39,20,1951,3.0
17,100,1973,1.5
23,20,2140,2.0
32,200,2426,4.0
19,75,2412,1.5
77,50,1718,8.0
19,0,2206,1.0
14,75,2311,1.5
25,100,2088,2.5
10,50,2638,1.0
23,20,1990,2.0
11,20,2286,2.5
33,200,2208,2.5
72,40,2062,3.0
197,190,2566,21.5
48,50,2349,3.5
34,40,2822,1.5
53,50,1863,7.5
14,35,2627,1.0
49,50,1705,2.5
20,0,1669,1.5
39,50,2269,9.0
17,0,2831,1.0
11,20,2364,2.0
26,200,1696,1.0
24,50,2836,6.0
46,50,2117,8.0
18,20,2299,1.0
38,70,1737,2.0
19,20,2422,0.5166666666666666
24,55,2596,3.0
24,20,2765,5.5
40,85,2255,10.5
6,20,3034,1.5
20,45,2679,2.0
8,50,1864,1.0
103,120,2394,6.5
25,90,1698,2.0
15,45,1710,1.0
21,20,2090,1.0
17,25,2879,1.5
15,20,2586,1.0
47,20,2556,8.0
57,200,3069,8.0
272,150,2385,26.0
45,95,2593,2.0
10,25,2182,1.5
320,200,1914,23.5
24,0,2032,5.5
27,20,3437,1.0
63,60,2202,5.5
72,50,1737,5.5
25,20,2139,1.5
14,20,1835,1.0
21,50,1813,1.5
24,195,2237,1.0
17,0,2907,3.0
27,20,1886,1.5
129,200,1900,15.5
17,0,1951,0.7333333333333333
16,100,2362,1.0
29,40,1828,3.0
91,180,2157,4.5
94,200,2335,8.5
24,20,2150,3.0
62,195,1726,5.0
45,75,1689,6.0
59,100,2267,3.5
9,200,2376,1.5
7,20,2168,0.5666666666666667
39,50,2874,1.0
9,50,1859,2.0
32,20,2271,2.5
29,100,2554,3.5
41,85,2564,2.0
29,65,2280,2.0
18,0,2571,3.0
48,145,2091,8.0
50,85,1683,3.0
12,50,1674,2.0
22,20,1991,1.5
6,20,1683,0.55
30,100,1694,1.5
70,40,2068,14.0
58,125,1740,6.0
19,45,1749,1.0
15,45,2160,1.5
30,35,2036,2.0
54,195,2025,6.0
23,20,1899,1.5
81,150,2103,4.5
26,200,2260,3.5
24,75,3312,4.0
5,20,2439,1.0
56,35,1817,5.5
90,20,2883,10.5
52,100,2261,4.0
8,25,1709,0.6833333333333333
35,80,2010,3.0
56,195,2618,5.5
27,20,1741,1.5
15,50,1707,1.5
40,95,2422,4.5
34,20,2985,1.5
28,20,2275,3.0
29,200,1843,2.0
5,25,2055,0.6166666666666667
53,175,1811,8.5
21,20,2493,1.5
49,25,2131,4.5
16,20,1684,1.5
15,200,2343,0.5166666666666666
42,135,2438,3.5
19,50,2669,2.5
27,40,1740,6.0
123,30,2467,9.0
41,30,2552,12.0
18,40,2081,1.5
13,50,2468,1.5
7,115,1975,1.0
7,85,1814,0.6333333333333333
28,50,2214,3.0
26,195,2319,3.5
64,20,2817,8.0
9,20,2215,1.5
55,20,2504,7.0
8,50,2303,0.5666666666666667
12,95,2745,1.5
43,20,2174,1.0
30,20,2164,2.5
77,195,2502,12.0
62,20,2818,5.5
21,20,2908,2.0
25,70,2210,3.5
12,20,1863,2.0
14,30,1841,1.0
13,0,1801,2.0
115,85,2514,6.5
64,50,2758,3.5
342,200,2279,43.0
28,25,2072,3.0
64,20,2332,7.5
24,20,2549,1.0
12,40,1871,0.6333333333333333
33,170,2263,3.5
18,50,2245,1.5
92,125,2447,12.5
12,20,2222,2.0
8,0,1684,1.0
10,20,2908,1.0
12,40,2116,1.5
779,200,3084,44.5
8,20,2433,1.5
24,160,2688,2.0
7,65,1746,0.5666666666666667
6,40,1949,0.6333333333333333
45,20,2037,2.5
33,200,1675,4.0
55,200,1730,4.5
15,50,2385,2.5
10,60,3257,2.0
38,25,2236,4.5
24,50,1982,2.0
54,0,2284,2.0
5,0,1866,0.6166666666666667
30,20,1934,4.5
12,20,2547,0.7
43,125,1831,3.0
111,200,2529,17.0
69,80,1851,8.0
12,40,2157,0.6833333333333333
40,195,2275,3.5
23,0,2588,1.5
9,20,3033,2.0
33,200,2187,2.5
14,20,2642,1.5
98,195,2342,13.0
28,55,2420,1.5
5,20,2934,1.0
97,90,1869,7.0
55,50,2676,7.0
21,180,1774,2.0
20,20,2115,1.0
98,85,3154,10.5
22,50,2811,2.5
53,20,2274,3.0
140,125,2163,11.0
87,195,1719,8.5
12,20,1718,0.5166666666666666
27,20,2794,1.5
17,200,1762,1.5
12,20,1964,0.6666666666666666
24,95,2355,2.0
89,195,1768,20.5
18,40,1912,2.5
15,20,2920,1.0
78,50,2509,14.0
16,35,2738,1.5
221,200,2431,18.0
77,0,2047,6.5
71,20,3145,3.5
56,75,1851,5.5
20,20,2039,10.5
111,140,2076,9.0
17,30,3405,1.5
24,50,1717,2.0
56,75,2184,3.0
10,30,2583,2.0
27,200,1831,2.0
45,100,1877,4.5
49,110,2686,4.0
7,20,2214,0.6333333333333333
21,0,2548,3.0
43,50,2140,8.0
31,25,2521,3.5
12,50,2314,1.0
10,200,1835,2.0
31,20,2502,2.5
33,200,1781,3.0
7,35,1950,0.7
5,0,2851,0.6666666666666666
10,60,2179,1.0
25,0,2234,2.0
67,100,2114,5.0
24,100,2129,1.5
5,50,2618,0.6333333333333333
21,50,2497,3.0
60,50,2388,3.5
15,150,1799,0.65
12,20,2793,1.0
68,80,2026,6.5
21,45,2170,4.5
20,35,2368,2.0
20,25,2661,1.5
99,150,1798,9.0
40,45,2069,2.0
63,150,1866,8.5
75,60,2782,15.5
12,30,1978,0.6166666666666667
24,195,1851,4.0
10,0,1882,1.5
48,125,1957,4.0
26,20,2380,2.5
5,135,1975,0.5
35,75,3308,7.0
11,20,1974,0.55
176,25,1911,5.0
47,165,1774,5.5
21,100,2111,1.0
143,50,3331,15.5
19,35,2667,1.5
41,95,2069,6.0
22,60,1951,1.5
25,100,2157,2.0
17,50,1732,1.5
46,60,1838,6.5
19,20,2076,1.5
23,85,1978,4.5
50,50,2327,10.0
23,20,1673,1.5
13,20,2033,1.0
29,50,3493,2.5
31,40,2025,3.0
23,50,2821,4.0
12,25,2478,2.0
31,40,2563,4.0
8,30,2003,0.5333333333333333
35,20,1922,2.0
19,115,2222,1.0
5,20,3091,1.0
29,50,1732,2.0
19,30,1857,4.5
20,20,2299,0.55
84,195,2377,7.5
41,100,1690,1.5
7,0,2068,0.5333333333333333
20,0,2202,3.0
12,195,1823,1.5
12,20,2499,0.45
215,85,2769,10.5
18,200,3130,1.0
27,20,2802,0.7333333333333333
19,40,2403,2.0
15,40,1774,1.0
61,195,2489,6.0
15,20,2877,1.5
118,195,2530,18.5
6,50,3157,1.0
8,20,1682,1.0
76,200,2331,5.0
82,30,2065,8.0
7,35,2856,1.5
11,20,2376,0.7
23,20,2599,1.0
44,0,1765,2.0
9,40,2482,1.0
16,20,2475,2.0
11,40,1919,1.5
39,40,2017,2.0
25,95,2310,1.5
11,40,2117,1.5
33,70,2388,4.0
13,75,2072,1.0
21,20,1988,1.5
35,70,2271,1.0
20,95,2048,2.0
49,45,2173,6.0
225,50,1935,78.5
6,20,2685,0.5666666666666667
20,50,2318,2.0
102,50,2480,7.5
14,20,2431,0.6833333333333333
271,200,2396,22.5
27,20,2295,1.0
19,40,2362,2.0
41,100,2097,3.0
5,20,3091,1.0
10,25,1731,1.0
6,20,2264,0.6
19,95,2556,2.0
20,25,2248,1.5
20,75,2452,1.5
19,55,3528,2.0
117,195,2001,14.0
13,40,2856,2.5
85,65,3355,62.0
9,20,2293,0.5333333333333333
103,105,2059,12.0
67,50,3622,7.0
89,20,2368,4.0
11,40,1816,1.0
57,50,2885,3.5
33,200,1921,6.0
30,20,2095,3.0
42,100,1733,2.0
28,100,2145,2.0
114,150,1809,13.0
35,40,1796,1.5
136,145,1684,8.0
29,150,2164,2.0
21,20,3255,3.0
17,50,2821,3.0
7,20,1736,0.5666666666666667
122,30,2191,12.0
6,0,2202,0.6833333333333333
27,40,2263,3.5
35,200,2427,1.5
26,20,2814,3.5
28,0,2598,3.5
15,40,1729,2.5
16,55,2710,1.0
14,50,1857,2.5
15,120,2360,1.0
13,20,2986,4.0
113,50,3016,24.0
10,50,2397,1.0
74,50,2552,1.5
84,35,2922,8.0
25,195,1717,2.0
61,200,2013,4.5
67,145,2535,8.5
43,100,2188,3.0
20,70,1680,3.5
53,20,1998,7.0
116,50,2355,16.0
43,200,1806,2.0
25,50,2325,1.5
7,50,2013,1.5
34,30,2962,3.0
59,35,1704,5.0
110,195,1815,13.0
28,20,2292,1.0
35,50,2860,5.0
39,40,2576,2.0
14,0,1737,2.0
11,100,1703,1.0
20,100,2438,1.0
29,40,2116,3.0
25,50,2087,6.0
77,150,2338,4.5
23,20,2440,0.5
32,20,1709,3.5
44,100,2138,5.0
25,50,2107,6.0
28,40,2116,2.0
7,120,1970,1.0
14,45,2669,0.65
51,50,3111,24.0
22,95,2339,1.5
240,95,2353,23.0
32,50,2382,1.0
34,25,2388,1.0
130,50,2867,7.0
26,50,3092,1.5
23,150,2768,2.5
68,35,2689,1.5
19,40,1989,1.5
33,75,2992,20.0
21,20,2383,2.0
59,95,1974,2.0
46,20,2563,2.0
17,0,2865,2.0
25,40,2209,2.5
123,35,2589,7.0
9,0,2860,2.0
63,50,1996,7.5
23,20,3158,1.5
11,50,3098,5.0
44,75,3175,5.5
77,195,1874,11.5
16,20,2599,1.5
11,40,1808,1.0
31,195,2185,1.5
57,50,1962,4.0
18,0,2318,1.0
60,20,2187,4.0
17,195,2122,3.0
20,0,1989,1.5
7,20,2845,1.0
281,200,2255,22.5
286,180,2469,29.5
41,75,1752,1.0
75,200,1773,12.0
17,20,1695,3.5
29,150,2349,0.6833333333333333
22,145,2088,1.5
26,40,1831,2.0
36,95,1704,3.0
45,60,2705,3.0
55,50,2152,6.0
11,0,2094,0.6666666666666666
25,150,2828,3.0
12,185,1802,1.0
37,30,2074,3.0
38,20,2097,2.0
18,20,2384,1.0
17,85,2082,2.0
83,200,1984,3.0
25,50,2298,2.5
49,20,2447,3.5
26,25,3176,3.0
20,75,2254,1.5
20,60,2641,1.5
133,200,1901,19.5
11,200,2876,1.5
46,20,2229,4.0
26,55,2474,3.5
7,40,1893,0.5166666666666666
16,20,1729,1.5
20,0,1719,1.0
144,200,2848,8.5
28,200,2256,3.0
17,20,2616,0.5333333333333333
10,55,2300,1.0
21,20,2853,2.5
11,30,2709,0.6333333333333333
21,20,1722,1.5
56,30,1810,5.0
30,50,2811,3.0
77,40,2409,14.5
41,20,2128,4.0
10,75,2222,1.0
39,20,2264,2.5
16,150,2585,5.0
77,50,2480,5.0
57,45,2549,6.0
17,20,2736,1.5
24,20,2181,2.5
46,20,2533,2.0
45,180,3259,11.0
28,0,2152,2.0
35,150,1859,3.0
22,20,2280,1.5
36,95,2417,5.0
39,200,2271,3.0
14,35,2102,1.0
21,20,1737,2.0
27,0,3155,3.5
58,0,2378,3.0
491,200,2179,57.0
41,55,2710,3.0
61,45,2432,4.0
29,0,2769,4.0
39,200,2521,6.5
8,20,2973,0.6166666666666667
15,50,2572,2.5
22,40,1710,1.5
13,20,2555,1.5
22,0,2507,1.0
18,200,1784,3.5
34,35,3111,2.0
10,30,2040,1.5
11,30,2486,1.0
33,60,1872,6.0
49,20,2856,3.5
109,50,1884,13.0
87,30,1714,9.0
62,145,2541,6.0
25,0,1929,1.5
25,175,2483,2.0
20,25,2597,1.5
8,20,2471,1.0
8,0,2823,1.0
47,60,2561,4.0
52,200,1668,2.5
16,35,2257,1.5
45,50,3346,5.0
20,120,2275,1.0
142,160,1725,8.0
33,200,1852,4.0
9,20,2688,0.6666666666666666
28,0,1995,2.5
13,20,2269,1.5
39,50,2054,2.5
42,200,2665,5.5
23,0,2709,1.0
16,25,1915,2.0
6,50,1930,0.6666666666666666
72,20,2198,4.0
10,20,2502,1.0
48,40,2892,6.5
44,75,2255,3.5
82,50,2865,4.0
108,50,2648,7.0
14,20,2378,1.0
9,50,1675,1.5
23,0,2496,0.6166666666666667
34,115,1936,4.0
27,25,1990,0.6333333333333333
12,20,2264,0.5666666666666667
73,50,2584,5.5
38,30,1697,6.5
29,20,2531,1.5
48,30,2284,2.5
36,120,1843,4.5
15,20,2446,1.5
22,100,2469,2.5
78,125,1841,9.0
12,50,2098,1.0
40,105,1928,3.5
31,30,1691,1.5
41,130,2198,5.0
108,95,2554,9.5
24,40,2555,4.5
12,100,1745,1.0
30,20,2047,2.0
18,40,1888,2.5
27,50,2422,2.0
9,20,2319,0.7166666666666667
29,0,2523,4.0
47,75,1738,1.5
52,65,2020,3.5
13,20,2322,2.0
101,75,2210,4.5
44,30,1978,3.0
79,195,1766,11.5
34,50,1782,2.0
54,50,2543,6.0
9,20,2845,0.6166666666666667
39,60,2259,3.0
28,20,2150,4.0
26,200,1941,3.5
33,115,2545,2.0
13,115,1694,1.0
47,20,2264,2.5
15,60,2199,20.0
19,200,2546,2.0
25,20,3322,2.0
51,25,2186,4.5
12,50,2262,0.6833333333333333
54,20,2717,10.5
7,20,3161,5.5
28,20,2196,3.5
22,200,1816,1.0
9,0,1716,1.0
23,45,2002,3.5
17,45,1699,1.0
17,20,2102,1.0
58,20,2295,5.5
43,195,1910,3.0
14,20,2920,1.5
9,20,2858,1.5
26,20,2173,1.5
22,60,1729,3.5
13,20,2381,1.0
12,30,3171,1.0
23,25,1701,0.6
8,50,2317,1.0
90,200,2307,6.5
12,20,1905,1.5
16,35,2882,2.0
54,120,1801,3.0
49,50,1827,5.5
13,125,1886,1.0
34,30,2507,3.0
14,40,2052,1.5
291,200,1930,31.0
44,95,2613,2.5
24,20,1675,1.0
9,40,2116,1.5
47,190,2914,12.5
20,95,3111,1.5
11,0,2082,0.5333333333333333
77,50,2584,4.5
23,95,1930,1.5
183,20,2425,2.0
11,40,2216,1.0
329,190,2178,22.0
384,200,2272,76.5
85,200,2489,8.0
4,20,1936,0.3166666666666666
7,20,2845,0.5666666666666667
29,50,1732,4.0
122,100,2537,19.0
191,200,1799,31.5
21,65,1787,0.7333333333333333
21,0,2731,2.0
58,100,1897,3.5
54,195,2346,3.5
134,20,2675,11.5
28,50,2053,3.0
15,45,2552,0.6
29,20,2715,4.5
195,145,1736,12.5
17,0,2136,1.5
32,50,2242,4.5
37,200,1695,2.5
24,100,1978,1.5
15,20,2642,0.6666666666666666
27,20,2143,2.0
21,100,3002,1.5
66,200,1787,3.5
17,20,2516,0.7
23,65,1732,3.0
11,35,1704,1.0
8,65,1898,1.0
107,180,2610,14.5
8,45,1967,0.55
12,20,2060,0.5666666666666667
38,155,2900,4.5
28,50,2286,2.5
15,20,2585,1.0
19,20,2743,2.5
71,45,1792,11.0
13,200,2130,2.0
38,25,2825,2.5
20,75,2823,1.0
10,55,2310,1.0
22,120,2207,1.5
10,95,2001,1.0
61,195,1810,12.5
28,0,2160,1.5
41,95,2222,3.0
15,200,1746,1.0
53,50,3565,4.0
70,50,1912,1.5
31,95,3266,2.0
20,40,2638,2.5
19,35,2531,1.0
5,20,2528,0.7166666666666667
91,50,2370,13.0
19,195,1857,2.5
127,35,1836,31.5
19,25,2150,1.5
28,20,2487,3.5
61,200,1979,15.0
75,100,3137,5.0
23,50,1753,3.0
33,30,2291,1.5
15,135,2654,1.5
22,20,2158,2.0
29,100,1788,1.0
174,195,2199,10.0
9,20,2464,0.5333333333333333
12,0,2702,1.5
5,50,2576,1.0
23,25,2196,2.5
21,80,2317,2.0
39,30,2304,4.0
37,200,1997,2.0
28,20,2554,2.0
24,30,2359,3.5
70,20,2688,8.0
21,30,2599,3.5
44,75,2415,3.0
74,45,3032,13.0
31,60,2287,3.0
30,0,2852,3.0
25,20,1894,1.0
25,150,2150,1.5
30,200,1692,3.0
15,0,2389,1.0
15,20,2325,1.0
96,100,2531,17.0
37,30,1787,4.0
24,200,1822,1.0
28,50,2128,6.5
23,40,2355,2.5
46,50,2529,3.5
10,30,1759,1.0
13,20,2402,2.0
43,25,2230,2.0
84,75,1827,5.5
28,200,2388,4.0
45,25,2186,4.0
15,30,2562,2.5
14,20,3257,1.0
77,50,2888,5.0
14,35,2889,2.0
26,0,1725,4.5
48,30,1834,6.5
37,65,2288,4.0
11,50,1740,1.0
16,50,2880,2.5
25,30,2748,4.0
59,20,2350,2.0
29,50,2123,3.5
12,20,2769,0.7
65,95,3026,68.5
11,40,2059,1.0
29,30,2594,5.0
6,135,1974,0.5
18,35,1733,1.0
36,0,1705,2.5
14,40,1895,1.5
62,120,1985,7.5
10,25,1870,1.0
41,25,2210,4.0
16,95,1957,2.0
10,20,2907,1.0
11,20,3082,4.0
80,50,2796,11.0
19,50,1878,2.5
71,120,2196,12.0
105,95,1884,18.5
42,200,1969,2.0
138,195,2621,7.5
12,0,2182,0.5166666666666666
27,25,2616,2.5
49,20,2038,2.5
69,145,2060,12.5
46,200,1788,2.5
66,200,1814,6.0
31,200,2012,2.0
102,120,2522,14.5
14,20,2208,1.0
24,50,2880,4.5
8,200,1764,1.0
18,20,1723,1.5
27,195,1775,6.5
30,20,2504,2.0
19,195,2328,1.5
21,150,2740,3.0
43,75,2149,0.5
33,20,2179,5.0
9,20,2037,1.0
38,40,2116,3.0
51,175,1984,4.0
34,45,2176,5.0
57,100,2464,5.5
85,200,2355,6.5
84,150,2420,5.0
54,50,2377,10.0
15,45,1707,2.5
42,95,2137,3.0
28,75,1957,2.0
22,95,2072,2.5
27,150,1800,1.5
17,95,1806,1.5
28,60,2656,6.5
31,125,2524,3.5
19,30,2012,2.0
88,60,2744,23.0
32,200,1943,4.5
174,200,1804,20.5
7,20,2095,0.6833333333333333
8,60,1669,1.0
12,30,2272,0.5
86,20,2341,4.0
50,60,2661,9.0
17,50,2813,1.5
224,200,2144,44.5
18,0,1681,1.0
14,20,2494,1.0
56,40,1901,4.0
14,20,1964,1.0
54,60,2684,10.0
36,50,2702,1.0
37,155,2270,2.0
17,20,2005,1.5
19,25,1715,2.0
23,145,2270,2.5
12,90,1815,1.0
16,0,3218,1.5
36,40,2276,6.5
5,50,2433,1.0
21,0,3047,1.0
25,20,2791,7.5
17,35,2524,1.0
135,190,1893,9.5
31,200,1801,1.5
18,200,1787,2.0
32,95,1908,3.5
11,20,2390,1.0
17,20,2929,2.0
10,40,1989,1.0
88,0,2142,6.5
44,160,2001,3.5
9,35,1759,0.7
7,45,1837,0.6333333333333333
9,30,2208,1.0
24,200,1955,4.0
41,95,2163,3.0
78,95,2082,11.5
38,95,2103,2.5
54,50,1750,1.5
15,0,2347,0.6166666666666667
15,200,2377,1.5
196,40,1838,5.5
10,55,1732,1.0
52,195,2604,5.5
133,50,2597,15.5
41,30,1814,5.0
27,50,2825,3.0
79,150,2026,7.5
60,50,2370,2.5
27,180,2103,2.5
11,195,2100,1.5
40,120,2187,3.5
69,20,2198,3.0
7,0,2480,0.7
126,110,2026,7.5
8,40,1989,1.0
23,90,1764,2.0
330,65,1951,32.5
17,30,2769,14.5
108,20,2927,3.5
30,50,2417,1.0
16,40,1733,1.5
25,150,2357,1.5
13,200,1921,0.6833333333333333
462,150,2065,62.0
26,40,2183,3.5
18,20,1786,1.0
65,70,2185,3.0
43,20,2714,6.0
36,20,3383,2.0
14,200,1843,1.5
34,20,2522,4.0
115,110,1909,12.5
9,20,2356,0.5833333333333334
26,195,1783,3.5
107,20,1676,10.5
24,125,1822,2.5
17,200,1928,1.0
11,40,2116,1.5
12,20,2427,1.5
36,25,2628,7.5
10,20,2029,1.0
37,35,2690,3.0
113,80,2171,5.5
51,125,2482,4.5
118,200,2139,24.5
21,50,2121,2.5
6,20,2397,1.0
22,50,1705,1.0
87,30,2066,11.5
32,100,2384,3.5
15,20,2410,0.5333333333333333
27,20,2325,4.5
22,200,1682,1.0
10,50,1675,1.5
22,165,1903,2.5
35,25,2563,2.5
15,20,1989,1.0
15,40,2353,3.0
59,95,1848,2.0
35,20,2010,1.5
12,20,2338,1.0
53,135,1675,12.5
130,35,1816,31.5
23,200,1676,1.5
22,150,2451,2.5
44,25,2367,3.0
90,100,2431,10.5
53,75,2235,11.5
17,20,2426,1.0
80,150,1753,7.5
13,25,1772,1.0
51,50,2101,3.0
316,180,2485,24.5
16,20,1827,3.0
11,0,2122,0.6666666666666666
57,150,2175,15.0
18,20,2394,2.0
86,95,1730,5.5
125,50,3511,12.5
27,100,1787,3.0
7,25,2838,2.0
13,0,2322,0.5333333333333333
10,20,3117,1.0
48,145,2005,4.5
84,195,1733,8.0
36,50,2258,3.0
29,20,1696,2.0
71,50,2814,3.5
28,25,2782,4.0
61,95,2188,14.5
10,0,2127,2.0
19,35,2319,2.5
19,45,2522,2.5
13,70,2195,1.0
23,30,2782,2.0
25,20,1738,3.0
27,120,2159,2.0
22,20,2193,2.5
126,195,1892,13.5
33,20,2722,0.6166666666666667
8,20,2856,1.0
8,25,2142,0.6333333333333333
150,200,1842,11.5
14,60,3267,3.0
40,50,2198,4.5
35,30,2247,1.5
47,20,2039,4.5
37,50,2598,5.5
38,70,2513,3.5
24,105,3033,7.5
29,30,1736,2.0
78,50,1957,7.0
19,20,1759,3.5
5,20,3091,1.0
15,40,2116,2.5
50,40,3057,8.5
56,50,1893,8.0
30,200,2628,1.5
5,25,1733,0.1333333333333333
15,50,2752,1.5
15,50,2269,0.6
74,25,2437,8.5
13,25,1789,1.0
28,70,2271,1.0
11,0,2195,1.0
8,0,2803,1.5
11,50,2314,0.6
21,0,1681,2.0
58,100,2418,10.5
73,20,1683,7.5
12,20,1773,2.0
17,20,2485,2.5
14,30,2493,4.0
82,200,1874,9.0
204,200,2076,16.5
36,40,2362,1.0
12,40,1967,1.0
35,95,1682,5.0
70,20,2212,8.5
58,20,3075,5.5
24,90,2289,4.0
14,40,2634,1.0
41,95,2272,3.5
46,25,3406,7.0
26,200,1872,2.0
116,50,1807,10.5
20,50,1737,4.5
36,95,1933,5.5
17,40,1934,1.5
101,50,2088,9.5
44,55,2656,3.5
82,20,3794,4.0
64,200,1904,11.0
19,20,2048,4.0
55,20,2685,7.5
51,150,2375,6.5
45,30,2067,4.0
16,35,2874,2.0
