num_lectures,price,days_since_published,content_duration
43,95,2940,7.0
41,95,2151,2.5
95,50,2335,5.0
241,180,2757,17.5
9,50,1674,1.5
53,200,1732,2.0
11,95,2397,1.0
310,145,3166,34.0
37,180,1929,4.5
38,20,2705,2.0
25,0,2303,5.0
44,95,1731,8.5
21,50,2880,3.0
27,60,1805,2.0
13,20,2366,2.0
20,50,2880,3.5
197,120,3723,27.5
37,20,2049,1.5
22,65,1964,1.5
14,20,2576,1.0
12,95,3155,0.5833333333333334
5,20,3091,1.0
68,195,2446,10.0
97,20,2098,7.0
20,200,3066,1.5
16,45,2025,1.5
10,100,1761,0.7166666666666667
25,45,2626,2.5
31,20,1741,7.5
14,50,3027,0.6833333333333333
74,60,2188,2.0
14,20,2387,1.0
316,195,2081,51.0
52,200,1793,3.0
29,20,2715,3.5
22,0,2695,2.5
38,40,2397,5.0
144,195,2320,20.0
9,100,1668,1.0
12,0,2272,1.0
18,195,1940,2.5
25,20,1976,3.0
17,25,1736,1.5
13,35,3104,1.0
15,200,2237,1.0
14,0,2256,1.0
120,40,2003,19.0
40,85,2601,3.5
19,30,1817,2.0
7,60,1710,0.5833333333333334
35,20,2561,4.0
46,200,2272,9.5
20,35,2280,3.0
53,85,3193,5.0
14,90,1870,1.0
23,20,1731,2.0
65,60,1774,5.0
13,20,1962,1.0
19,50,2881,0.6833333333333333
27,75,2382,3.0
34,200,2605,4.5
30,20,2923,3.5
7,95,3074,0.5166666666666666
50,50,2326,4.0
26,20,2020,3.5
21,20,2066,2.0
24,200,2165,3.0
11,0,1831,0.6
20,115,2070,1.5
59,195,2195,7.5
28,20,1964,1.0
48,20,1697,4.5
36,120,2475,4.0
138,200,1764,25.5
121,100,1751,11.0
43,120,3077,4.0
22,50,2821,2.5
27,0,2031,1.0
22,0,1750,1.5
16,20,2212,1.5
125,100,2345,10.5
48,0,1732,4.5
88,75,2507,9.0
17,40,2704,2.5
9,30,1956,1.0
69,20,2149,4.0
81,30,2390,7.0
18,30,1744,1.5
6,50,2360,1.0
32,20,2306,3.0
17,40,2177,0.7166666666666667
11,60,3244,1.5
59,20,2919,12.0
27,20,2250,1.0
10,20,2240,0.7
65,150,1949,5.0
23,20,2556,1.0
20,40,1994,1.5
22,20,3108,1.5
9,100,1925,0.6166666666666667
39,95,1830,4.5
40,200,1705,8.5
25,95,2628,4.5
28,20,2094,2.5
106,185,1920,9.5
33,50,1726,3.5
65,75,2487,4.5
13,145,1687,1.0
23,90,2311,1.5
79,150,1829,9.0
22,20,2217,2.0
24,90,1760,1.5
16,0,1827,1.5
13,180,1844,0.5333333333333333
10,50,3157,1.0
13,20,2698,1.0
8,20,1845,1.0
47,200,1944,4.0
10,20,1788,0.65
544,200,2388,46.5
21,20,2033,1.0
12,50,2165,1.0
9,0,2209,1.0
26,35,2789,2.0
177,200,2279,16.5
25,20,2374,6.0
16,50,2398,1.0
49,120,3026,7.0
36,40,2381,2.0
97,50,2584,7.0
60,75,2369,5.5
6,0,1837,0.5
93,120,2059,9.0
66,195,1886,3.0
39,30,2271,6.5
23,0,2862,4.5
15,0,2956,1.5
24,30,2152,5.5
13,20,2300,2.0
46,40,2048,4.5
14,20,1684,1.0
61,95,2305,6.0
26,50,1861,2.0
70,30,1871,9.0
39,195,1739,2.5
106,50,2479,8.0
18,200,2797,2.0
13,40,2172,1.0
47,20,2171,3.5
41,50,2397,3.0
29,50,2396,2.0
53,50,2258,7.0
8,45,1804,0.5666666666666667
29,40,2269,1.5
12,20,2376,1.5
37,195,1727,4.0
7,20,2275,0.6666666666666666
11,25,2632,1.0
12,20,1779,0.7166666666666667
9,20,1863,0.6
62,80,2045,9.0
25,65,1787,1.0
6,20,1730,0.6
37,50,2058,2.5
10,0,2909,2.0
10,20,2969,1.0
36,100,2175,3.0
7,20,2635,1.0
37,150,1843,3.0
40,50,3200,3.0
25,45,3184,2.0
83,20,2087,3.5
36,40,2168,2.0
16,150,2290,1.5
18,0,1674,1.0
19,30,2394,0.55
49,100,2159,3.5
10,20,2293,0.6
18,0,1990,1.5
21,145,1929,3.0
29,0,2563,1.0
23,20,2249,1.5
12,120,1880,0.6
32,80,1805,3.0
32,35,2426,2.0
29,40,1913,1.5
24,0,2972,4.5
34,200,1999,2.5
6,25,2018,0.5833333333333334
131,200,2833,15.5
7,0,1993,0.5
15,20,2256,1.0
17,20,2633,2.5
52,145,2571,3.5
93,50,3350,9.5
25,50,2054,5.5
8,20,1966,1.5
74,60,2531,13.5
24,195,2283,1.5
49,35,1990,5.0
9,30,2971,3.0
18,45,1726,3.5
46,45,1803,3.5
31,100,2469,3.0
5,0,2174,1.0
35,140,1943,2.0
90,20,2810,9.0
30,35,1800,2.0
24,40,2166,1.5
62,60,2156,5.0
10,40,2524,2.0
11,40,2483,1.5
284,50,2094,31.5
107,120,1767,6.0
15,20,2535,1.5
42,0,1961,2.5
11,35,2175,1.5
166,20,2443,10.5
12,20,2030,1.0
9,20,2500,1.5
21,20,2899,2.0
97,150,1870,11.0
29,195,1782,2.5
34,40,2469,4.0
12,20,1780,1.0
35,95,2123,2.5
16,200,2429,0.5666666666666667
21,35,2507,2.5
11,150,1963,3.0
21,30,2031,2.5
11,25,2167,2.0
16,45,1758,1.5
274,75,1786,39.0
12,20,2725,0.5333333333333333
34,95,2511,3.0
29,30,2776,1.5
21,75,1963,2.5
14,50,1838,0.5
67,195,1939,10.0
35,105,2352,5.0
20,75,2275,2.5
63,25,2132,6.0
185,30,1820,6.5
52,100,2541,2.0
21,200,2270,2.5
36,0,1795,2.5
45,100,1873,7.0
35,20,2587,4.0
69,50,1901,1.5
10,20,2535,2.0
6,20,2885,1.5
20,200,2375,2.5
29,60,2581,1.5
27,75,2433,2.5
20,200,1940,1.0
26,20,1970,3.5
59,20,2749,7.0
22,50,1733,4.5
14,0,1725,3.0
8,40,1760,0.7
69,20,2730,3.0
17,20,2687,1.0
26,20,1884,2.5
17,20,3582,2.0
5,20,2156,0.5166666666666666
19,30,2922,3.0
18,0,1792,0.5666666666666667
22,60,2188,2.0
8,20,1851,2.0
8,65,2202,1.0
44,45,2656,5.0
119,50,2640,8.5
85,115,1858,10.5
11,20,1732,0.6
61,165,2548,8.0
13,0,2025,0.5166666666666666
7,35,1949,0.7
30,20,2160,5.0
20,30,1753,3.0
23,25,1764,2.0
23,200,1718,2.5
12,25,1972,1.0
47,95,2839,4.5
14,25,1733,2.0
36,95,2508,3.5
71,20,2192,6.0
30,195,2222,4.0
15,45,2177,2.5
13,90,1836,1.5
60,0,2313,4.5
41,20,3082,3.0
15,0,1955,1.5
207,60,1891,33.0
15,30,2558,1.5
27,50,3250,5.0
26,0,2125,3.5
10,20,2312,1.0
97,20,1820,9.0
28,50,1736,3.0
9,20,2598,0.5166666666666666
28,100,1977,2.5
32,20,2478,6.0
8,0,2357,0.6666666666666666
11,0,1772,0.55
12,45,2772,2.0
46,50,2278,3.5
123,20,2346,16.0
7,25,2506,1.0
37,50,2025,7.0
11,200,1719,1.0
28,75,3094,3.0
26,50,2648,2.5
13,0,1912,1.5
9,0,2773,2.0
29,200,1815,2.5
27,75,2283,2.5
444,150,2156,45.0
16,200,1835,1.0
46,195,2222,4.0
34,125,2024,3.5
45,0,2750,6.5
25,20,2399,1.0
29,70,1996,4.0
38,50,2138,8.5
15,20,3038,2.0
20,20,1821,1.0
29,25,2041,2.5
36,195,2298,4.5
20,20,2394,1.0
74,100,2054,4.0
6,20,2934,1.5
24,170,2349,1.5
55,20,2366,6.0
19,0,2403,1.0
14,0,2437,0.6166666666666667
108,150,1907,7.5
13,0,2790,1.0
22,50,2649,3.0
9,50,1674,2.0
10,0,1736,0.6833333333333333
7,60,3254,1.0
42,20,3128,2.0
17,20,2027,1.0
13,30,2136,2.0
38,20,1884,4.0
12,20,2069,1.0
83,20,2138,7.5
138,100,1852,10.0
11,20,2881,1.0
14,25,2489,1.5
48,20,2327,9.0
14,20,2258,1.0
45,195,1914,6.5
37,40,1999,5.0
21,200,1917,1.5
45,40,2058,2.0
74,90,1817,7.5
32,115,1731,3.0
36,50,1857,2.5
29,95,2254,1.5
13,0,3397,0.7333333333333333
43,80,1717,3.0
40,185,2727,6.5
10,0,3042,1.0
8,25,1918,0.65
8,20,2328,0.6
24,0,3205,8.0
8,60,1670,1.0
45,95,2367,4.5
15,200,2222,2.5
72,20,2485,2.0
23,145,2420,6.0
20,200,1928,2.0
33,0,1708,2.0
21,20,2822,1.0
15,40,2559,1.0
17,20,3166,2.5
48,40,2268,5.5
35,45,2487,2.5
215,200,3350,7.0
7,20,1667,2.5
29,0,1680,1.0
10,20,3502,1.5
40,50,2075,7.5
12,30,2443,1.5
32,50,1877,3.0
42,20,2523,1.5
66,200,2415,5.0
41,125,2128,4.0
126,200,1995,18.5
26,40,1981,2.0
17,195,2193,1.0
62,20,2018,12.0
18,200,2192,1.5
454,200,2929,60.0
16,40,2061,1.5
34,25,1852,2.5
26,195,2268,3.5
18,50,2053,1.5
25,100,2131,2.5
29,50,1891,1.5
12,20,2130,1.0
26,50,2811,3.0
28,200,1692,1.5
22,85,3024,6.0
89,150,1835,8.5
8,30,1976,0.5666666666666667
22,20,2782,2.0
30,95,1933,2.0
45,0,2563,7.5
21,20,1686,1.0
35,50,2210,7.0
39,125,1760,2.5
99,150,2090,6.5
13,20,2010,0.6166666666666667
29,200,1783,2.5
42,100,2269,3.0
59,95,2418,2.0
37,20,2109,3.5
11,60,1955,1.5
17,20,2319,1.5
23,200,3376,4.0
39,95,2390,2.5
30,65,2017,3.0
29,30,1765,3.5
33,70,2279,1.0
22,30,2308,2.0
23,25,2062,2.0
160,190,1768,10.5
30,195,2431,4.0
14,50,2471,2.0
82,60,2039,12.5
14,40,1766,1.0
74,195,2167,7.0
18,20,1963,1.0
16,20,2049,1.5
74,50,1858,7.5
8,20,2587,1.5
44,50,2926,3.0
27,20,2395,5.0
17,200,2146,1.0
23,0,2047,1.5
21,50,2041,1.5
83,195,1838,20.0
10,20,2685,1.0
18,20,2429,1.5
45,25,2321,5.0
26,75,2411,1.5
7,0,1716,1.0
16,20,3021,2.0
39,200,2097,4.0
41,0,2200,8.5
15,20,1733,3.5
34,35,2315,1.5
38,55,1730,1.0
9,50,2577,2.0
42,75,2582,3.5
40,20,3400,1.5
16,25,3539,3.5
30,25,1921,4.0
9,20,3291,1.5
49,20,2198,2.5
9,0,3139,2.0
22,0,2291,1.0
23,20,1733,4.5
18,35,1674,1.0
66,45,2382,3.5
37,35,3515,2.5
35,45,2445,4.0
37,50,2821,2.5
24,30,1695,4.5
332,180,2459,29.0
14,20,1787,1.0
19,55,2330,1.0
35,40,2286,4.0
207,35,2725,20.5
69,115,2335,7.0
47,85,1716,5.0
26,0,1985,1.5
25,40,3586,10.0
26,50,2398,3.0
25,0,2425,2.0
74,20,1842,3.0
